,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,ExterQualOrigin,ExterCondOrigin,GarageQualOrigin,GarageCondOrigin,FireplaceQuOrigin,KitchenQualOrigin,HeatingQCOrigin,BsmtQualOrigin,BsmtExposureOrigin,BsmtFinType1Origin,BsmtFinType2Origin,FunctionalOrigin,GarageFinishOrigin,FenceOrigin,NewHouse,Season,TotalArea
1252,120,RL,39.59797975,3136,Pave,None,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163,4,3,PConc,4,TA,1,1,0,1,0,1405,1405,GasA,5,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,4,6,8,1,4,Attchd,2003,1,2,478,3,3,Y,148,36,0,0,0,0,None,0,None,0,3,2006,WD,Normal,171750,Gd,TA,TA,TA,Gd,Gd,Ex,Gd,No,Unf,Unf,Typ,RFn,None,0,0,9620.59798
1253,20,RL,62,9858,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,TA,1,4,510,1,0,354,864,GasA,3,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,3,5,8,0,0,Attchd,1968,1,1,288,3,3,Y,33,0,0,0,0,0,None,1,Shed,600,11,2009,WD,Normal,130000,TA,TA,TA,TA,None,TA,TA,TA,No,BLQ,Unf,Typ,RFn,GdWo,0,0,13717
1254,60,RL,93.65361712,17542,Pave,None,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,3,TA,4,2,125,5,1031,36,1192,GasA,3,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,4,9,8,2,4,Attchd,1974,1,2,518,3,3,Y,220,47,0,0,0,0,None,2,None,0,7,2007,WD,Normal,294000,Gd,TA,TA,TA,Gd,Gd,TA,TA,Gd,LwQ,ALQ,Typ,RFn,MnPrv,0,1,25138.65362
1255,60,RL,60,6931,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92,4,3,PConc,4,TA,1,1,0,1,0,746,746,GasA,5,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,4,7,8,1,4,BuiltIn,2003,2,2,397,3,3,Y,178,128,0,0,0,0,None,0,None,0,7,2008,WD,Normal,165400,Gd,TA,TA,TA,Gd,Gd,Ex,Gd,No,Unf,Unf,Typ,Fin,None,0,1,12590
1256,50,RM,52,6240,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,Fa,1,2,425,1,0,459,884,GasA,3,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,3,6,8,1,4,Detchd,1978,1,1,560,3,3,Y,0,0,0,0,120,0,None,0,None,0,11,2007,WD,Normal,127500,TA,TA,TA,TA,Gd,TA,TA,TA,No,LwQ,Unf,Typ,Unf,None,0,0,11474
1257,20,RL,91,14303,Pave,None,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554,4,3,PConc,4,TA,4,6,1314,1,0,672,1986,GasA,5,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,4,7,8,1,3,Attchd,1994,2,2,691,3,3,Y,262,36,0,0,0,0,None,0,None,0,8,2008,WD,Normal,301500,Gd,TA,TA,TA,TA,Gd,Ex,Gd,Gd,GLQ,Unf,Typ,Fin,None,0,0,23883
1258,30,RL,56,4060,Pave,None,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,PConc,2,TA,1,1,0,1,0,864,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,8,0,0,None,1922,0,0,0,0,0,Y,0,96,0,0,0,0,None,0,None,0,7,2009,WD,Normal,99900,TA,TA,None,None,None,TA,Ex,Fa,No,Unf,Unf,Typ,None,None,0,1,7668
1259,80,RL,59,9587,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182,4,3,PConc,4,TA,4,6,655,1,0,201,856,GasA,5,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,4,5,8,0,0,Attchd,2005,2,2,400,3,3,Y,212,0,0,0,0,0,None,0,None,0,7,2008,WD,Normal,190000,Gd,TA,TA,TA,None,Gd,Ex,Gd,Gd,GLQ,Unf,Typ,Fin,None,0,1,14484
1260,20,RL,65,9750,Pave,None,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,4,TA,1,5,602,2,438,14,1054,GasA,4,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,3,6,8,0,0,Attchd,1969,1,2,460,3,3,Y,180,0,0,0,80,0,None,0,None,0,7,2008,WD,Normal,151000,TA,TA,TA,TA,None,TA,Gd,Gd,No,ALQ,LwQ,Typ,Unf,None,0,1,14751
1261,60,RL,111.0900536,24682,Pave,None,IR3,Lvl,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,TA,1,1,0,1,0,841,841,GasA,5,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,3,7,8,1,3,BuiltIn,1999,2,2,502,3,3,Y,0,103,0,0,0,0,None,0,None,0,6,2009,WD,Normal,181000,TA,TA,TA,TA,TA,TA,Ex,Gd,No,Unf,Unf,Typ,Fin,None,0,1,30430.09005
1262,20,RL,80,9600,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,TA,1,3,504,1,0,546,1050,GasA,4,Y,SBrkr,1050,0,0,1050,0,0,1,0,2,1,3,5,8,0,0,Attchd,1956,1,1,338,3,3,Y,0,0,0,0,0,0,None,0,None,0,6,2009,WD,Normal,128900,TA,TA,TA,TA,None,TA,Gd,TA,No,Rec,Unf,Typ,Unf,None,0,1,14218
1263,50,RL,75,11250,Pave,None,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,TA,3,1,0,1,0,1104,1104,GasA,5,Y,FuseA,1104,684,0,1788,1,0,1,0,5,1,3,8,6,2,3,Attchd,1957,1,1,304,3,3,Y,120,0,0,0,0,0,None,0,None,0,11,2009,WD,Normal,161500,TA,TA,TA,TA,TA,TA,Ex,TA,Av,Unf,Unf,Min2,Unf,None,0,0,17533
1264,70,RL,60,13515,Pave,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,PConc,3,TA,1,1,0,1,0,764,764,GasA,5,Y,FuseA,1060,764,0,1824,0,0,1,0,3,1,3,8,8,1,4,Detchd,1940,1,2,520,3,3,N,0,0,126,0,0,0,None,4,None,0,7,2007,WD,Normal,180500,TA,TA,TA,TA,Gd,TA,Ex,TA,No,Unf,Unf,Typ,Unf,GdPrv,0,1,19397
1265,120,RH,34,4060,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0,4,3,PConc,4,TA,1,6,266,1,0,1139,1405,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,4,5,8,0,0,Attchd,1998,2,2,511,3,3,Y,144,68,0,0,0,0,None,0,None,0,8,2008,COD,Abnorml,181000,Gd,TA,TA,TA,None,Gd,Ex,Gd,No,GLQ,Unf,Typ,Fin,None,0,0,10301
1266,160,FV,35,3735,Pave,None,Reg,Lvl,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218,4,3,PConc,4,TA,1,6,450,1,0,241,691,GasA,5,Y,SBrkr,713,739,0,1452,1,0,2,1,3,1,4,6,8,0,0,Detchd,1999,1,2,506,3,3,Y,0,34,0,0,0,0,None,0,None,0,3,2006,WD,Normal,183900,Gd,TA,TA,TA,None,Gd,Ex,Gd,No,GLQ,Unf,Typ,Unf,None,0,0,8814
1267,190,RM,60,10120,Pave,None,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,2,3,CBlock,3,TA,1,1,0,1,0,925,925,GasA,3,N,FuseF,964,925,0,1889,0,0,1,1,4,2,3,9,8,1,4,Detchd,1960,1,1,308,3,3,N,0,0,264,0,0,0,None,2,None,0,1,2007,WD,Normal,122000,Fa,TA,TA,TA,Gd,TA,TA,TA,No,Unf,Unf,Typ,Unf,MnPrv,0,0,16380
1268,20,RL,89,13214,Pave,None,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0,5,3,PConc,5,TA,4,1,0,1,0,2002,2002,GasA,5,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,1,5,10,8,1,4,Attchd,2009,2,3,746,3,3,Y,144,76,0,0,0,0,None,0,None,0,5,2010,WD,Normal,378500,Ex,TA,TA,TA,Gd,Ex,Ex,Ex,Gd,Unf,Unf,Typ,Fin,None,0,1,22309
1269,50,RL,83.96427812,14100,Pave,None,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632,3,4,CBlock,3,TA,2,3,192,1,0,536,728,GasA,5,Y,SBrkr,1968,1479,0,3447,0,0,3,1,4,1,4,11,8,2,4,BuiltIn,1982,1,3,1014,3,3,Y,314,12,0,0,0,0,None,1,None,0,5,2008,WD,Normal,381000,TA,Gd,TA,TA,Gd,Gd,Ex,TA,Mn,Rec,Unf,Typ,Unf,GdWo,0,1,24505.96428
1270,50,RL,78,11344,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180,3,3,CBlock,3,TA,1,4,460,1,0,414,874,GasW,3,Y,FuseA,874,650,0,1524,0,0,1,1,3,1,3,7,8,0,0,Attchd,1958,1,1,315,3,3,Y,0,0,0,0,0,0,None,1,None,0,7,2007,WD,Normal,144000,TA,TA,TA,TA,None,TA,TA,TA,No,BLQ,Unf,Typ,Unf,GdWo,0,1,16713
1271,40,RL,108.6162971,23595,Pave,None,Reg,Low,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0,4,3,PConc,4,TA,4,6,1258,1,0,74,1332,GasA,3,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,1,4,4,8,1,3,Attchd,1979,2,2,586,3,3,Y,268,0,0,0,0,0,None,0,None,0,4,2010,WD,Normal,260000,Gd,TA,TA,TA,TA,Gd,TA,Gd,Gd,GLQ,Unf,Typ,Fin,None,0,0,30269.6163
1272,20,RL,67.6609193,9156,Pave,None,IR1,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,TA,1,1,0,1,0,1489,1489,GasA,4,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,4,7,8,1,4,Attchd,1968,1,2,462,3,3,Y,0,0,0,0,0,0,None,0,None,0,8,2009,WD,Normal,185750,TA,TA,TA,TA,Gd,Gd,Gd,TA,No,Unf,Unf,Typ,RFn,None,0,0,15641.66092
1273,20,RL,82.23746105,13526,Pave,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114,3,3,CBlock,3,TA,1,4,560,2,375,0,935,GasA,3,Y,SBrkr,935,0,0,935,1,0,1,0,3,1,3,5,8,0,0,Attchd,1965,1,1,288,3,3,Y,180,0,0,0,0,0,None,2,None,0,11,2006,WD,Normal,137000,TA,TA,TA,TA,None,TA,TA,TA,No,BLQ,LwQ,Typ,Unf,MnPrv,0,0,17930.23746
1274,80,RL,124,11512,Pave,None,IR1,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84,3,3,CBlock,3,TA,3,5,719,1,0,300,1019,GasA,4,Y,SBrkr,1357,0,0,1357,1,0,1,0,2,1,5,5,8,1,4,Basment,1959,1,1,312,3,3,Y,0,0,0,0,163,0,None,4,None,0,5,2008,WD,Normal,177000,TA,TA,TA,TA,Gd,Ex,Gd,TA,Av,ALQ,Unf,Typ,RFn,GdPrv,0,1,16947
1275,50,RL,53,5362,Pave,None,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,3,PConc,3,TA,1,1,0,1,0,661,661,GasA,5,Y,SBrkr,661,589,0,1250,0,0,2,0,3,1,3,8,8,1,4,Detchd,1985,1,2,552,3,3,Y,242,0,81,0,0,0,None,0,None,0,11,2007,WD,Normal,139000,TA,TA,TA,TA,Gd,TA,Ex,TA,No,Unf,Unf,Typ,Unf,None,0,0,10112
1276,90,RL,95,11345,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567,3,3,CBlock,3,TA,1,3,220,1,0,708,928,GasA,4,Y,FuseA,928,992,0,1920,0,0,2,0,4,2,3,10,8,0,0,Detchd,1948,1,2,400,3,2,Y,0,0,0,0,0,0,None,0,None,0,7,2007,WD,Normal,137000,TA,TA,TA,Fa,None,TA,Gd,TA,No,Rec,Unf,Typ,Unf,None,0,1,18103
1277,60,RL,80.42387705,12936,Pave,None,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,Gd,1,4,593,1,0,130,723,GasA,3,Y,SBrkr,735,660,0,1395,0,1,1,1,3,1,3,6,8,1,3,Attchd,1972,1,2,497,3,3,Y,294,116,0,0,0,0,None,0,None,0,12,2009,WD,Normal,162000,TA,TA,TA,TA,TA,TA,TA,TA,No,BLQ,Unf,Typ,Unf,None,0,0,18159.42388
1278,80,RL,94.5277737,17871,Pave,None,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359,3,3,CBlock,4,TA,3,5,528,1,0,1152,1680,GasA,2,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,3,7,8,1,4,Attchd,1967,1,2,480,3,3,Y,0,0,0,0,0,0,None,0,None,0,6,2009,WD,Normal,197900,TA,TA,TA,TA,Gd,TA,Fa,Gd,Av,ALQ,Unf,Typ,RFn,None,0,1,25612.52777
1279,60,RL,75,9473,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,TA,1,6,804,1,0,324,1128,GasA,5,Y,SBrkr,1128,903,0,2031,1,0,2,1,3,1,4,7,8,1,4,Attchd,2002,1,2,577,3,3,Y,0,211,0,0,0,0,None,0,None,0,3,2008,WD,Normal,237000,Gd,TA,TA,TA,Gd,Gd,Ex,Gd,No,GLQ,Unf,Typ,RFn,None,0,0,16654
1280,50,C (all),60,7500,Pave,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,CBlock,3,TA,1,1,0,1,0,698,698,GasA,3,Y,FuseA,698,430,0,1128,0,0,1,0,2,1,3,6,8,0,0,Detchd,1980,1,2,528,3,3,Y,30,0,164,0,0,0,None,0,None,0,4,2010,COD,Abnorml,68400,TA,Gd,TA,TA,None,TA,TA,TA,No,Unf,Unf,Typ,RFn,None,0,0,11934
1281,20,RL,67,9808,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110,4,3,PConc,4,TA,1,6,788,1,0,785,1573,GasA,5,Y,SBrkr,1573,0,0,1573,1,0,2,0,3,1,4,6,8,0,0,Attchd,2002,1,2,544,3,3,Y,0,72,0,0,0,0,None,0,None,0,3,2009,WD,Normal,227000,Gd,TA,TA,TA,None,Gd,Ex,Gd,No,GLQ,Unf,Typ,RFn,None,0,0,16893
1282,20,RL,50,8049,Pave,None,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54,3,3,CBlock,4,TA,1,5,1053,1,0,256,1309,GasA,3,Y,SBrkr,1339,0,0,1339,1,0,2,0,2,1,3,6,8,1,3,Attchd,1990,2,2,484,4,4,Y,0,58,0,0,90,0,None,0,None,0,7,2006,WD,Normal,180000,TA,TA,Gd,Gd,TA,TA,TA,Gd,No,ALQ,Unf,Typ,Fin,None,0,1,14081
1283,20,RL,61,8800,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,4,TA,2,2,532,3,144,364,1040,GasA,3,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,4,5,8,0,0,Detchd,1977,1,2,484,3,3,Y,0,0,0,0,288,0,None,0,None,0,9,2009,WD,Normal,150500,TA,TA,TA,TA,None,Gd,TA,Gd,Mn,LwQ,Rec,Typ,Unf,None,0,0,13793
1284,90,RL,94,9400,Pave,None,Reg,Low,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0,3,3,CBlock,3,TA,3,1,0,1,0,912,912,GasA,3,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,3,8,8,0,0,None,1971,0,0,0,0,0,Y,128,0,0,0,0,0,None,0,None,0,4,2010,WD,Normal,139000,TA,TA,None,None,None,TA,TA,TA,Av,Unf,Unf,Typ,None,None,0,0,15094
1285,50,RL,50,9638,Pave,None,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,3,PConc,3,TA,1,1,0,1,0,804,804,GasA,5,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,1,4,10,6,1,4,Detchd,1969,1,1,336,3,3,Y,272,0,42,0,116,0,None,0,None,0,3,2010,WD,Normal,169000,TA,TA,TA,TA,Gd,Gd,Ex,TA,No,Unf,Unf,Min2,Unf,None,0,0,16956
1286,50,RM,50,6000,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,TA,1,1,0,1,0,780,780,GasA,5,Y,FuseF,825,587,0,1412,0,0,1,0,4,1,3,6,8,1,4,Detchd,1939,1,1,280,3,3,Y,45,0,0,0,0,0,None,0,None,0,5,2009,WD,Normal,132500,TA,Fa,TA,TA,Gd,TA,Ex,TA,No,Unf,Unf,Typ,Unf,None,0,1,10759
1287,20,RL,69.9642766,9790,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451,3,3,CBlock,3,TA,1,5,569,3,81,678,1328,GasA,3,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,1,3,6,8,2,4,Attchd,1963,1,2,528,3,3,Y,0,26,0,0,0,0,None,0,None,0,6,2010,WD,Normal,143000,TA,TA,TA,TA,Gd,TA,TA,TA,No,ALQ,Rec,Typ,Unf,None,0,1,16176.96428
1288,20,RL,135.0925609,36500,Pave,None,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621,3,4,CBlock,3,TA,3,3,812,1,0,812,1624,GasA,2,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,3,7,8,0,0,Attchd,1964,1,2,390,3,3,N,168,198,0,0,0,0,None,0,None,0,6,2006,WD,Normal,190000,TA,Gd,TA,TA,None,TA,Fa,TA,Av,Rec,Unf,Typ,Unf,None,0,1,44424.09256
1289,120,RL,40,5664,Pave,None,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0,4,3,PConc,4,TA,1,6,1158,1,0,343,1501,GasA,5,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,5,5,8,1,5,Attchd,2000,2,2,499,3,3,Y,212,59,0,0,0,0,None,0,None,0,10,2009,WD,Normal,278000,Gd,TA,TA,TA,Ex,Ex,Ex,Gd,No,GLQ,Unf,Typ,Fin,None,0,0,12794
1290,60,RL,86,11065,Pave,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788,4,3,PConc,4,TA,2,1,0,1,0,1085,1085,GasA,5,Y,SBrkr,1120,850,0,1970,0,0,2,1,3,1,5,8,8,1,4,BuiltIn,2006,2,3,753,3,3,Y,177,74,0,0,0,0,None,0,None,0,10,2006,New,Partial,281000,Gd,TA,TA,TA,Gd,Ex,Ex,Gd,Mn,Unf,Unf,Typ,Fin,None,1,0,19053
1291,80,RL,84,14112,Pave,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86,3,3,PConc,3,TA,3,6,1014,1,0,138,1152,GasA,3,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,3,6,8,1,4,Attchd,1964,1,2,484,3,3,Y,227,0,0,0,0,0,None,0,None,0,4,2010,WD,Normal,180500,TA,TA,TA,TA,Gd,TA,TA,TA,Av,GLQ,Unf,Typ,RFn,None,0,0,19601
1292,160,RM,21,1680,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268,3,3,CBlock,3,TA,1,5,231,1,0,399,630,GasA,3,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,0,Detchd,1972,1,1,264,3,3,Y,185,0,0,0,0,0,None,0,None,0,2,2009,WD,Normal,119500,TA,TA,TA,TA,None,TA,TA,TA,No,ALQ,Unf,Typ,Unf,None,0,0,6282
1293,70,RM,60,6600,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,Stone,3,TA,1,1,0,1,0,994,994,GasA,3,N,SBrkr,1378,994,0,2372,0,0,2,0,4,2,3,11,6,0,0,Attchd,1985,1,1,432,3,3,Y,0,287,0,0,0,0,None,0,None,0,12,2009,WD,Normal,107500,TA,TA,TA,TA,None,TA,TA,TA,No,Unf,Unf,Min2,RFn,None,0,0,14111
1294,60,RL,78,10140,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,PConc,4,TA,1,6,194,1,0,638,832,GasA,3,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,3,8,8,1,3,Attchd,1976,1,2,528,3,3,Y,0,28,0,0,259,0,None,1,None,0,3,2006,WD,Normal,162900,TA,TA,TA,TA,TA,TA,TA,Gd,No,GLQ,Unf,Typ,RFn,GdWo,0,0,16025
1295,20,RL,60,8172,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0,3,3,CBlock,3,TA,1,3,167,1,0,697,864,GasA,3,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,3,5,8,0,0,Detchd,1957,1,2,572,3,3,N,0,0,0,0,0,0,None,0,None,0,4,2006,WD,Normal,115000,TA,TA,TA,TA,None,TA,TA,TA,No,Rec,Unf,Typ,Unf,None,0,0,12260
1296,20,RL,70,8400,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168,3,3,CBlock,3,TA,3,4,1016,1,0,36,1052,GasA,4,Y,SBrkr,1052,0,0,1052,1,0,1,1,3,1,3,5,8,0,0,Attchd,1968,1,1,288,3,3,Y,356,0,0,0,0,0,None,1,None,0,11,2006,WD,Normal,138500,TA,TA,TA,TA,None,TA,Gd,TA,Av,BLQ,Unf,Typ,RFn,GdWo,0,0,13490
1297,20,RL,80,8700,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148,3,4,CBlock,3,TA,2,5,776,1,0,344,1120,GasA,4,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,3,6,8,0,0,Attchd,1963,1,2,525,3,3,Y,192,20,123,0,0,0,None,2,None,0,12,2008,WD,Normal,155000,TA,Gd,TA,TA,None,TA,Gd,TA,Mn,ALQ,Unf,Typ,RFn,MnPrv,0,0,14284
